,id,이름,로스터리ID,커피 소개,타입,로스팅 포인트,지속가능성,컵 노트,바디감,신맛,단맛,쓴맛,카페인,나라,식품의 유형,제조원 및 소재지,유통기한,제조일자,내용량,보관 방법,원재료 및 함량,제품문의 관련 주소 및 전화번호
365,4696,노블레스 블렌딩,40,"산뜻한 과일향, 화사한 꽃향, 자극적이지않은 산미와 어우러지는 달콤하고 깔끔한 클린컵의 커피 입니다.  # 플로럴, #과일향, #달콤, #클린",블렌드,미디엄다크,,,3,4,4,1,1,"에티오피아, 과테말라",커피,서가로스터리 (충남 논산시 연산면 황룡재로 65 2층 서가로스터리 1사무실),제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,서가로스터리 01063083067
366,1737,케냐 야라 AB TOP,38,"-Cup Note 자스민, 레몬캔디, 복숭아, 홍차",싱글오리진,라이트,,,1,4,4,1,1,키암부,커피,서울특별시 영등포구 문래로 20길 60 501호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,블랙빈스 010-7747-4918
367,3590,에티오피아 예가체프 아리차 G1 워시드,85,"마치 과즙 풍부한 자두를 한 입 베어문듯한 달콤함 속에 조화롭게 퍼지는 새콤한 라즈베리의 산미 묵직한 레드와인과 같은 바디감이 따뜻한 커피로 즐기기도 좋지만, 무더운 여름날 아이스로 세팅하기 정말 좋은 커피입니다. 에티오피아 아리차 농장에서 생산되는 커피 중 가장 품질이 우수한 커피를 선별하여 품질과 맛 또한 믿고 즐기실 수 있는 커피입니다. 산미중에서도 새콤달콤한 베리류의 산미를 즐기시는 분들에게 추천드리기 좋은 커피입니다.",싱글오리진,라이트,,,3,4,4,1,1,예가체프,커피,"서울시 강서구 공항대로 164, 411",제조일로부터 1년,주문 확인 후 제조,500g / 1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커스프 커피 010-3267-0430
368,3025,블랙가이 블랜드,88,"다크 초코, 피넛 버터, 구운 견과류",블렌드,미디엄,,,5,1,5,2,1,"과테말라, 브라질, 인도",커피,경기도 수원시 팔달구 창룡대로103번길 132,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커피가이 070-4897-3440
369,1107,피타 블렌드,107,고품질의 마이크로랏 생두 위주로 블렌딩하여 스페셜티의 신세계를 경험할 수 있습니다. 신맛과 고소한맛 짙은 농도의 밸런스가 잘 잡힌 커피입니다.,블렌드,미디엄다크,직접무역,"['시트러스', ' 살구', ' 캐러멜', ' 허니']",3,3,4,2,1,"과테말라, 콜롬비아, 에티오피아",커피원두,"충청북도 청주시 청원구 내수읍 충청대로 904, A동 하우트커피컴퍼니",제조일로부터 1개월,전면 별도 표기,200g / 1kg,공기가 들어가지 않도록 밀봉 또는 밀폐 용기에 담아 서늘한 그늘에 보관하십시오.,커피원두100%,코케 고객센터 070-4647-1868
370,4122,고소한 빈도,39,"훌륭한 밸런스, 극한의 고소함 초콜릿의 단맛과 견과류의 고소함, 밸런스가 극강의 조화를 이루는 고소한 빈도 입니다. 에스프레소 샷 음료와 라떼 음료 모두 다 잘 어울립니다.",블렌드,미디엄,,,3,1,5,3,1,"브라질, 코스타리카, 르완다",커피 원두,"서울 양천구 목동중앙서로 33, 1층 빈도 로스터스 커피",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,빈도 로스터스 커피 / 02-2643-2988
371,3394,과테말라 디카페인,95,견과류의 고소함과 긴 여운이 있는 디카페인 커피입니다.,디카페인,미디엄다크,,,4,1,3,2,0,안티구아,커피,제주 제주시 한경면 용금로 442 / CRACKERS COFFEE ROASTERS,제조일로부터 1년,주문 확인 후 제조,225g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,크래커스 커피 로스터스 010-2605-1001
372,3061,에티오피아 예가체프 G1 할로 베리티 워시드,105,은은한 자스민 향과 더불어 복숭아와 오렌지의 상큼한 과일을 느끼기 좋은 커피입니다. 밀크 카라멜 같은 부드럽고 진한 단맛이 잘 받쳐주는 높은 품질의 에티오피아 워시드 커피입니다.,싱글오리진,미디엄,,,2,3,4,2,1,"베리티, 예가체프",커피,경기도 부천시 중동로356번길 6 필리그리커피,제조일로부터 1년,별도 표시,200g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,필리그리커피 032-672-9127
373,3763,시다모 파피초 내추럴,43,트로피칼 과일향에 고급스러운 장미 향이 매우 인상적이면서도 완벽한 밸러스를 보여줍니다.,싱글오리진,라이트,,,3,4,4,1,1,"봄비,  시다모",커피,"서울특별시 성동구 왕십리로 410, I동 1층 141호 (하왕십리동, 센트라스)",제조일로부터 1년,주문 확인 후 제조,200g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,수수커피 010-5068-4771
374,3194,레드 블렌딩 커피,30,- 고소한 풍미를 바탕으로 화사한 산미가 잘 어울리는 블렌딩입니다. - 부드러운 아메리카노 제조에 제격입니다.,블렌드,미디엄,,,2,4,3,1,1,"에티오피아, 콜롬비아, 과테말라, 브라질",커피,"전라남도 장성군 진원면 나노산단2로 52, 205호",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,링크 커피 로스터스 010-5035-1425
375,3090,올드스쿨(Old School),6,"설탕 두 스푼과 함께 한 에스프레소는 어린시절, 학교 앞 노점상에서 노릇하게 구워지던 달고나를 떠오르게 합니다. 달콤쌉싸름한 휴식이 필요하다면 ‘올드스쿨’과 함께 하세요. Oldies but Goodies!",블렌드,다크,,,4,2,5,3,1,"에티오피아, 인도, 브라질",커피,서울시 중랑구 신내역로 111 SKV1 센터,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,그린마일커피
376,4172,디카페인 고소한 빈도,39,균형잡힌 단맛과 깔끔한 후미가 주는 개운함이 특징인 디카페인 고소한 빈도 입니다. 카페인이 없어 늦은 저녁에도 부담없이 즐기실 수 있습니다.,디카페인,미디엄,,,3,2,4,3,0,"콜롬비아, 브라질",커피 원두,서울특별시 양천구 목동중앙서로 33 1층 빈도 로스터스 커피,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,빈도 로스터스 커피 / 02-2643-2988
377,3014,맛좋은커피블렌드,80,"흑설탕 ,강도높은 바디감을 선사하기 위해 다크로스팅방식을 선택했습니다.하지만 후미가 깔끔해서 진한 느낌의 커피를 느끼고 싶다면 추천합니다.",블렌드,다크,공정무역,,4,1,5,2,1,"브라질, 에티오피아, 콜롬비아",커피,경기도 성남시 중원구 둔촌대로 531 쌍용IT트윈타워 B동 901-2호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,챁챁커피 031-736-0090
378,1041,클래식 에스프레소,28,카카오를 씹은 듯 쌉싸름한 맛 뒤에 고소한 달콤함이 어우러진 묵직한 커피입니다.,블렌드,다크,,"['다크 초콜릿', ' 카카오닙스', ' 묵직한 바디', ' 피칸']",5,1,4,3,1,"브라질, 과테말라, 콜롬비아",커피,서울시 서초구 효령로 72길 57 E동 B101호 리플렉트커피,제조일로부터 10개월,주문시 로스팅,200g / 1kg,후면에 표기,"커피원두 100%(콜롬비아 50%, 브라질 30%, 과테말라 20%)",코케 고객센터 070-4647-1868
379,10,카펜터,87,"잘 익은 오렌지와 자두의 뉘앙스부터 흑설탕과 달콤 쌉싸름한 다크 초콜릿의 뉘앙스까지 넓은 스펙트럼의 맛을 느낄 수 있고, 밸런스가 좋은 블렌드예요.",블렌드,미디엄다크,,"['오렌지', ' 자두', ' 블랙슈가', ' 다크초콜릿', ' 좋은 밸런스']",3,3,4,3,1,"과테말라, 브라질, 콜롬비아",커피,"커피 앰비언스, 서울시 송파구 송이로17길 51 (1층, 가락동)",제조일로부터 1년,제조일 별도표기,200g / 1kg,서늘한 곳에 보관,볶은커피 100%,코케 고객센터 070-4647-1868
380,1018,헬로 다크니스,87,"다크 초콜릿같은 달콤, 쌉싸름한 맛에 묵직한 바디가 특징입니다.",블렌드,다크,,,5,1,4,4,1,"과테말라, 브라질, 인도",커피,"커피 앰비언스, 서울시 송파구 송이로17길 51 (1층, 가락동)",제조일로부터 1년,제조일 별도표기,200g / 1kg,서늘한 곳에 보관,볶은커피 100%,코케 고객센터 070-4647-1868
381,4817,과테말라 아구아 티비아 게이샤 워시드,83,"얼그레이,자스민,레몬필,긴여운",싱글오리진,라이트,,,3,3,5,1,1,,커피,서울특별시 마포구 동교로38길 33 201호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,카페플롬 010-4155-8282
382,1475,아이보리 블렌드,0,고소한 구운 견과류의 늬앙스 그리고 우유와 만났을때의 달달함으로 데일리커피로 딱 알맞은 커피입니다.,블렌드,미디엄다크,,"['아몬드', ' 너트', ' 다크초콜렛']",4,3,4,2,1,"브라질, 콜롬비아",원두커피,경기도 성남시 분당구 문정로144번길 4,제품 별도 표기,제품 별도 표기,200g / 1kg,,"원두커피 100% (콜롬비아 70%, 브라질 30%)",코케 고객센터 070-4647-1868
383,3837,시그니처블렌드 D,23,"[Signature Espresso][중강배전+]  로컬커피로스터스의 시그니처블렌드이며, 산미가 없고 묵직한 바디감과 다크초콜릿의 단맛이 큰 특징입니다.  플레이버가 복합적이고 바디감이 무겁기 때문에 우유베리에이션 음료에서 정말 맛있습니다.",블렌드,미디엄다크,,,5,1,5,1,1,"브라질, 콜롬비아, 인도",커피,로컬커피로스터스. 경기도 김포시 양촌읍 불당로 92-10,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,로컬커피 로스터스 01025550698
384,1043,브릭 에스프레소,28,고소한 견과류의 맛과 흑설탕의 단맛 그리고 부드러운 촉감과 완벽한 밸런스를 가진 커피입니다.,블렌드,미디엄다크,,"['카라멜', ' 흑설탕', ' 블랙티', ' 오렌지', ' 라운드한 촉감']",3,2,4,2,1,"과테말라, 콜롬비아, 인도",커피,서울시 서초구 효령로 72길 57 E동 B101호 리플렉트커피,제조일로부터 10개월,주문시 로스팅,200g / 1kg,후면에 표기,"커피원두 100%(콜롬비아 50%, 과테말라 30%, 인도 20%)",코케 고객센터 070-4647-1868
385,1201,간편한즉석밥 블렌딩,68,"간편한 즉석밥은 누가 만들어도 똑같은 맛을 내는 즉석밥을 모티브로 제작되었습니다. 일반적으로 커피맛에 대한 설명을할 때 쓴맛, 단맛, 신맛을 중심으로 설명하고 3가지 맛이 잘 섞인걸 벨런스가 좋은 커피라고 하는데 즉석밥은 벨런스가 아주 좋으며 특히 브라질의 밋밋하고 평범할 수 있는 고소함에 베트남의 강렬한 쓴맛이 더해져 맛을 풍부하게 하며 카카오,다크초콜렛을 먹는듯한 단맛과 향의 여운, 미세한 신맛의 감칠맛까지. 거기에 하나 더, 추출의 안정성을 높여서 누가 내리더라도 평균 이상의 맛을 내는것에 집중했습니다. 한 잔씩 정성껏 내리는 커피가 최고지만 카페, 탕비실, 회사같이 다수의 사람들이 정신없이 사용하는 곳에서 즉석밥은 누가 내려도 자신이 가지고 있는 맛을 잘 뽑아내는 안정적인 커피입니다.",블렌드,미디엄다크,,"['쌀밥', ' 땅콩', ' 설탕', ' 보리차', ' 옥수수']",3,1,3,4,1,"브라질, 베트남",원두,"원더월 커피로스터스, 서울시 동대문구 답십리로 80 1층",제조일로 2개월,제품 표시,500g / 1kg,실온 보관,"아라비카 생두 50%, 로부스타 생두 50%",코케 고객센터 070-4647-1868
386,3737,콜롬비아 비야라조 민트,63,"향기로운 민트와 꽃향기, 레몬그라스의 산미, 홍차같은 바디감의 커피입니다.",싱글오리진,라이트미디엄,,,3,3,3,2,1,아메니아 퀸디오,커피,경기도 파주시 조리읍 고봉로 929 2층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,오프사이트 0507-1399-2781
387,1734,멜로브라운,38,"구운 견과류의 고소함과 시럽같은 단맛, 뒤에서 은은하게 퍼지는 산뜻한 산미가 특징인 밸런스가 좋은 커피입니다.  - 전체적인 밸런스가 좋습니다. - 부드럽고 가벼워 데일리커피로 좋습니다. - 라떼로 드시면 견과류의 고소함이 풍부하게 느껴집니다.",블렌드,미디엄,,,2,2,4,1,1,"브라질, 과테말라, 에티오피아",커피,서울특별시 영등포구 문래로 20길 60 501호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,블랙빈스 010-5684-2955
388,4522,[다크] 케냐 키리냐가 아실리 AA+ 워시드,24,"케냐 키리냐가 아실리 AA+ 워시드 다크로스팅  아실리는 스와힐리어로 자연이란 뜻입니다.  케냐 키리냐가 아실리 AA+는 가장 본연의 케냐 특징을 가지고 있습니다. 화사한 토마토와 커런트류, 다크 초콜릿의 향미가 매력적으로 이어집니다.  매력적인 싱글 오리진 다크로스팅 케냐의 커피를 만나 보세요.",싱글오리진,미디엄다크,,,4,2,4,3,1,케냐,커피,"경기도 성남시 중원구 사기막골로 124, 비즈센터 1412호 루비아",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,루비아 커피 010-2942-3069
389,1479,바이올렛 블렌드,0,"말린 건포도의 단맛과 오렌지의 기분좋은 산미, 그리고 카라멜 에프터 테이스트가 느껴져요.",블렌드,라이트미디엄,,"['오렌지', ' 건포도', ' 카라멜']",3,4,4,1,1,"에티오피아, 콜롬비아",원두커피,경기도 성남시 분당구 문정로144번길 4,제품 별도 표기,제품 별도 표기,200g / 1kg,,"원두커피 100% (콜롬비아 60%, 에티오피아 40%)",코케 고객센터 070-4647-1868
390,3433,데일리블렌드,50,스모키한 다크초콜릿을 느낄 수 있어요. 절제 된 산미와 고급스러운 풍미가 좋아요.,블렌드,미디엄다크,공정무역,,4,1,5,3,1,"과테말라, 인도, 브라질",커피,서울시 광진구 자양동 79-2 2층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,아드프 커피로스터스
391,4448,CALLA LILY(칼라 릴리),31,"아메리카노로 마실 때에는 시간이 지날수록 짙어지는 꽃내음이 매력적이고, 라떼로 드실 때에는 은은하고 부드러운 단맛으로 기분 좋은 애프터 테이스트를 선사합니다.",싱글오리진,미디엄,직접무역,,3,3,3,2,1,구지,볶은 커피,서울특별시 강남구 학동로50길 42,제조일로부터 1년,상품 후면 표기,1kg,습기 및 직사광선을 피하고 서늘한 장소에 보관하십시오.,커피원두 100%,마그마커피 070-7599-2210
